Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;IDREFLIGA;IDREFLIGC;RES_COM;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
48.8695852435, 2.33621884752;"{""type"": ""Point"", ""coordinates"": [2.336218847521674, 48.869585243484515]}";44587;QUATRE SEPTEMBRE;Quatre Septembre;A01536;;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651308.604;6863488.85
48.8404866526, 2.35173948717;"{""type"": ""Point"", ""coordinates"": [2.351739487166927, 48.8404866526412]}";42461;CENSIER-DAUBENTON;Censier-Daubenton;A01540;;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652420.525;6860243.886
48.8224378319, 2.35847388389;"{""type"": ""Point"", ""coordinates"": [2.358473883887533, 48.82243783188753]}";44057;MAISON BLANCHE;Maison Blanche;A01540;;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652898.484;6858233.022
48.8546821569, 2.3060974037;"{""type"": ""Point"", ""coordinates"": [2.306097403704285, 48.85468215688774]}";42885;ECOLE MILITAIRE;cole Militaire;A01541;;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649084.551;6861850.752
48.8577254129, 2.31056596095;"{""type"": ""Point"", ""coordinates"": [2.310565960946846, 48.85772541289345]}";43409;LA TOUR MAUBOURG;La Tour Maubourg;A01541;;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649415.38;6862186.262
48.8714977394, 2.34315477308;"{""type"": ""Point"", ""coordinates"": [2.343154773075233, 48.87149773935003]}";43310;GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;A01541 / A01542;;M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651819.143;6863697.25
48.8701642009, 2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863092, 48.87016420090056]}";45100;BONNE NOUVELLE;Bonne Nouvelle;A01541 / A01542;;M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652356.549;6863544.515
48.8296748438, 2.23079959132;"{""type"": ""Point"", ""coordinates"": [2.230799591317221, 48.82967484383875]}";44481;PONT DE SEVRES;Pont de Svres;A01542;;M9;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;RATP;0;1;643532.616;6859121.418
48.5860078908, 2.24107007819;"{""type"": ""Point"", ""coordinates"": [2.241070078191465, 48.58600789078272]}";43068;ARPAJON;ARPAJON;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644026.178;6832024.337
48.5775084903, 2.19206307147;"{""type"": ""Point"", ""coordinates"": [2.192063071468181, 48.57750849034971]}";47925;BREUILLET-BRUYERES-LE-CHATEL;BREUILLET BRUYRES-LE-CHTEL;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640402.189;6831115.379
48.4849573763, 2.35185842143;"{""type"": ""Point"", ""coordinates"": [2.351858421428081, 48.48495737627691]}";43142;LA FERTE-ALAIS;LA FERT-ALAIS;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652104.815;6820718.664
48.3936415468, 2.39341072138;"{""type"": ""Point"", ""coordinates"": [2.39341072137538, 48.393641546827375]}";43156;MAISSE;MAISSE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;655097.335;6810544.237
48.8852112182, 2.15590347462;"{""type"": ""Point"", ""coordinates"": [2.15590347462358, 48.88521121822768]}";53783;CHATOU-CROISSY;CHATOU CROISSY;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;638100.667;6865352.605
48.6259908189, 1.77169568576;"{""type"": ""Point"", ""coordinates"": [1.771695685761024, 48.625990818888205]}";46832;GAZERAN;GAZERAN;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;609479.522;6836904.35
48.8294290162, 1.6690101627;"{""type"": ""Point"", ""coordinates"": [1.669010162704609, 48.829429016243154]}";47959;TACOIGNIERES-RICHEBOURG;TACOIGNIRES RICHEBOURG;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;602293.995;6859642.532
48.9973920018, 1.63016762727;"{""type"": ""Point"", ""coordinates"": [1.630167627274754, 48.99739200181825]}";46983;ROSNY-SUR-SEINE;ROSNY-SUR-SEINE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599766.905;6878366.104
48.9895025071, 1.70301613419;"{""type"": ""Point"", ""coordinates"": [1.703016134189666, 48.98950250713139]}";43157;MANTES-LA-JOLIE;MANTES LA JOLIE;A01852 / A01847;;LIGNE J / LIGNE N;Train;1;1;0;0;0;0;0;TRAIN_J / TRAIN_N;TRAIN_J / TRAIN_N;0;0;0;0;0;SNCF;1;1;605082.458;6877398.826
48.9792922476, 1.78397340775;"{""type"": ""Point"", ""coordinates"": [1.783973407750887, 48.97929224764532]}";46975;ISSOU-PORCHEVILLE;ISSOU-PORCHEVILLE;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;610989.207;6876169.219
49.0217739562, 2.22937648839;"{""type"": ""Point"", ""coordinates"": [2.229376488386948, 49.02177395624445]}";47963;VAUCELLES;VAUCELLES;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643636.623;6880483.239
48.979447983, 2.29247713155;"{""type"": ""Point"", ""coordinates"": [2.292477131551554, 48.979447982967606]}";46477;CHAMP DE COURSES D'ENGHIEN;CHAMP DE COURSES D'ENGHIEN;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648209.497;6875733.168
48.7997288262, 2.18368410848;"{""type"": ""Point"", ""coordinates"": [2.183684108478813, 48.79972882623396]}";47883;CHAVILLE-VELIZY;CHAVILLE-VLIZY;A01845;;LIGNE R;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640039.542;6855826.598
48.8072466121, 2.04051920334;"{""type"": ""Point"", ""coordinates"": [2.040519203342146, 48.80724661209069]}";47884;FONTENAY-LE-FLEURY;FONTENAY-LE-FLEURY;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;629534.355;6856780.682
48.8599987313, 1.87559559028;"{""type"": ""Point"", ""coordinates"": [1.87559559028266, 48.85999873133798]}";46857;BEYNES;BEYNES;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;617506.41;6862805.565
48.897973449, 2.12211744606;"{""type"": ""Point"", ""coordinates"": [2.122117446063669, 48.89797344902409]}";43237;LE VESINET-LE PECQ;VSINET LE PECQ;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;635638.946;6866798.674
48.5555915569, 3.3028712226;"{""type"": ""Point"", ""coordinates"": [3.30287122259626, 48.55559155694787]}";47181;PROVINS;PROVINS;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;722351.105;6828416.892
48.5351397661, 2.54434895173;"{""type"": ""Point"", ""coordinates"": [2.544348951730932, 48.53513976609529]}";45812;PONTHIERRY-PRINGY;PONTHIERRY-PRINGY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666361.128;6826197.549
48.4872228755, 2.75115365838;"{""type"": ""Point"", ""coordinates"": [2.751153658380149, 48.487222875528246]}";43123;FONTAINE-LE-PORT;FONTAINE-LE-PORT;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;681611.824;6820802.904
48.4428820642, 2.76092673374;"{""type"": ""Point"", ""coordinates"": [2.760926733738456, 48.442882064226566]}";47145;HERICY;HRICY;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;682319.068;6815871.837
48.3943084388, 2.76402818744;"{""type"": ""Point"", ""coordinates"": [2.76402818743697, 48.39430843875558]}";47961;THOMERY;THOMERY;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;682532.304;6810471.992
48.3787957617, 2.89720178188;"{""type"": ""Point"", ""coordinates"": [2.897201781880238, 48.3787957616843]}";43144;LA GRANDE PAROISSE;LA GRANDE PAROISSE;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;692388.159;6808726.584
48.2677581063, 2.68564709266;"{""type"": ""Point"", ""coordinates"": [2.685647092656553, 48.267758106342576]}";43245;NEMOURS-SAINT-PIERRE;NEMOURS SAINT-PIERRE;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;676674.213;6796426.598
48.9966300907, 2.09777398846;"{""type"": ""Point"", ""coordinates"": [2.097773988463467, 48.996630090663984]}";47447;CONFLANS-SAINTE-HONORINE;CONFLANS SAINTE-HONORINE;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633979.659;6877789.113
48.9926138816, 1.95547924753;"{""type"": ""Point"", ""coordinates"": [1.955479247534605, 48.992613881639144]}";54249;LES CLAIRIERES-DE-VERNEUIL;LES CLAIRIRES DE VERNEUIL;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;623561.907;6877470.867
48.9554022445, 2.09352190295;"{""type"": ""Point"", ""coordinates"": [2.093521902945918, 48.95540224454144]}";47915;ACHERES-GRAND-CORMIER;ACHRES GRAND CORMIER;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633615.895;6873208.144
48.809482263, 2.13508745661;"{""type"": ""Point"", ""coordinates"": [2.135087456613032, 48.8094822630178]}";44602;VERSAILLES RIVE DROITE;VERSAILLES RIVE DROITE;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;636482.013;6856949.016
48.806377449, 2.15150011465;"{""type"": ""Point"", ""coordinates"": [2.15150011465092, 48.80637744904838]}";43167;MONTREUIL;MONTREUIL;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637683.58;6856590.734
48.676446657, 2.35248140105;"{""type"": ""Point"", ""coordinates"": [2.352481401048998, 48.676446656997726]}";43192;SAVIGNY-SUR-ORGE;SAVIGNY-SUR-ORGE;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652325.414;6842005.201
48.6528113996, 2.31273624701;"{""type"": ""Point"", ""coordinates"": [2.312736247011251, 48.65281139962027]}";43188;SAINTE-GENEVIEVE-DES-BOIS;SAINTE-GENEVIVE-DES-BOIS;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649376.315;6839402.35
48.6358758658, 2.30683316396;"{""type"": ""Point"", ""coordinates"": [2.306833163955258, 48.63587586583673]}";43202;SAINT-MICHEL-SUR-ORGE;SAINT-MICHEL-SUR-ORGE;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648924.979;6837523.422
48.7022393878, 2.29455774648;"{""type"": ""Point"", ""coordinates"": [2.294557746483665, 48.70223938779475]}";47059;LONGJUMEAU;LONGJUMEAU;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648086.42;6844909.226
48.636351368, 2.40779628345;"{""type"": ""Point"", ""coordinates"": [2.407796283449459, 48.63635136798794]}";48489;ORANGIS-BOIS DE L'EPINE;ORANGIS BOIS DE L'PINE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656364.549;6837515.735
48.7347165868, 2.2734834644;"{""type"": ""Point"", ""coordinates"": [2.273483464396533, 48.734716586800225]}";47940;MASSY-VERRIERES;MASSY VERRIRES;A01857 / A01840;;RER B / RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;646568.827;6848534.0
48.6997324357, 2.50607815319;"{""type"": ""Point"", ""coordinates"": [2.506078153186698, 48.69973243570268]}";58873;BRUNOY;BRUNOY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;663650.242;6844512.294
48.5655938619, 2.29092446986;"{""type"": ""Point"", ""coordinates"": [2.290924469857174, 48.565593861930374]}";43159;MAROLLES-EN-HUREPOIX;MAROLLES-EN-HUREPOIX;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647682.639;6829720.856
48.4369239376, 2.15953058757;"{""type"": ""Point"", ""coordinates"": [2.159530587565154, 48.436923937640294]}";43080;ETAMPES;TAMPES;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;637836.169;6815513.623
48.7521857217, 2.50455983697;"{""type"": ""Point"", ""coordinates"": [2.504559836974248, 48.75218572168248]}";43094;BOISSY-SAINT-LEGER;BOISSY-SAINT-LGER;A01856;;RER A;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;663575.096;6850344.753
48.8393419419, 2.49418805532;"{""type"": ""Point"", ""coordinates"": [2.494188055319933, 48.83934194187824]}";46552;NOGENT-LE-PERREUX;NOGENT LE PERREUX;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662874.646;6860040.201
48.853485713, 2.51382529103;"{""type"": ""Point"", ""coordinates"": [2.513825291026663, 48.853485712976834]}";43172;NEUILLY-PLAISANCE;NEUILLY PLAISANCE;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;664325.635;6861603.821
48.7825054355, 2.4095416551;"{""type"": ""Point"", ""coordinates"": [2.409541655099439, 48.7825054354935]}";43227;LES ARDOINES;LES ARDOINES;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656614.659;6853763.827
48.8981123054, 2.40036170181;"{""type"": ""Point"", ""coordinates"": [2.400361701805578, 48.89811230537429]}";43176;PANTIN;PANTIN;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656037.77;6866623.261
48.8461029486, 2.21762108089;"{""type"": ""Point"", ""coordinates"": [2.217621080890435, 48.84610294864101]}";43196;SAINT-CLOUD;SAINT-CLOUD;A02176 / A01855;;LIGNE L / LIGNE U;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;642583.305;6860957.526
48.8951258913, 2.19536398691;"{""type"": ""Point"", ""coordinates"": [2.195363986912902, 48.89512589133458]}";43171;NANTERRE-VILLE;NANTERRE VILLE;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;641005.519;6866424.833
48.9142464743, 2.27159875039;"{""type"": ""Point"", ""coordinates"": [2.271598750389755, 48.91424647429558]}";51238;BOIS-COLOMBES;BOIS COLOMBES;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646614.363;6868496.69
48.9243538787, 2.38638828562;"{""type"": ""Point"", ""coordinates"": [2.386388285616731, 48.92435387873374]}";43140;LA COURNEUVE-AUBERVILLIERS;LA COURNEUVE AUBERVILLIERS;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;655036.012;6869549.121
48.9627095151, 2.51264462644;"{""type"": ""Point"", ""coordinates"": [2.512644626437091, 48.96270951509333]}";58793;VILLEPINTE;VILLEPINTE;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;664313.965;6873749.836
48.9362801847, 2.53471497339;"{""type"": ""Point"", ""coordinates"": [2.534714973385595, 48.93628018474721]}";43194;SEVRAN-LIVRY;SEVRAN LIVRY;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;665912.703;6870801.078
48.8232666341, 2.54267979265;"{""type"": ""Point"", ""coordinates"": [2.54267979265394, 48.82326663411886]}";43223;VILLIERS-SUR-MARNE-PLESSIS-TREVISE;VILLIERS-SUR-MARNE LE PLESSIS-TRVISE;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666423.426;6858231.072
48.8231518567, 2.5798372539;"{""type"": ""Point"", ""coordinates"": [2.579837253904432, 48.823151856733645]}";58288;LES YVRIS-NOISY-LE-GRAND;LES YVRIS NOISY-LE-GRAND;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;669151.442;6858203.151
48.8408434319, 2.5477751893;"{""type"": ""Point"", ""coordinates"": [2.547775189299494, 48.84084343185482]}";43173;NOISY-LE-GRAND-MONT D'EST;NOISY-LE-GRAND MONT D'EST;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;666808.72;6860183.294
48.8428848408, 2.58008591742;"{""type"": ""Point"", ""coordinates"": [2.580085917424377, 48.84288484084273]}";58937;NOISY-CHAMPS;NOISY CHAMPS;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;669181.367;6860397.186
48.7301168278, 2.44613582961;"{""type"": ""Point"", ""coordinates"": [2.446135829613115, 48.73011682781636]}";45067;VILLENEUVE-SAINT-GEORGES;VILLENEUVE-SAINT-GEORGES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;659262.602;6847919.652
48.7452308149, 2.43834424057;"{""type"": ""Point"", ""coordinates"": [2.438344240571948, 48.745230814917555]}";46304;VILLENEUVE-TRIAGE;VILLENEUVE TRIAGE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658701.483;6849604.081
48.7255353058, 2.41956502574;"{""type"": ""Point"", ""coordinates"": [2.419565025737393, 48.725535305767195]}";46387;ABLON;ABLON;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657304.576;6847424.318
48.5455953469, 3.28731284848;"{""type"": ""Point"", ""coordinates"": [3.287312848478531, 48.54559534692547]}";47174;CHAMPBENOIST-POIGNY;CHAMPBENOIST-POIGNY;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;721206.986;6827301.37
48.8365364329, 2.7089817409;"{""type"": ""Point"", ""coordinates"": [2.708981740900004, 48.8365364329419]}";58874;BUSSY-SAINT-GEORGES;BUSSY-SAINT-GEORGES;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;678638.727;6859648.704
48.8553948099, 2.77343391924;"{""type"": ""Point"", ""coordinates"": [2.773433919242511, 48.85539480993384]}";43213;VAL-D'EUROPE;VAL-D'EUROPE;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;683375.637;6861730.128
48.8316965933, 2.28147044349;"{""type"": ""Point"", ""coordinates"": [2.281470443490919, 48.831696593252474]}";45356;PORTE D'ISSY;Porte d'Issy;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647254.327;6859311.17
48.8347500104, 2.27124150077;"{""type"": ""Point"", ""coordinates"": [2.271241500768372, 48.834750010377356]}";45358;HENRI FARMANN;Henri Farmann;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;646506.598;6859657.554
48.8846809737, 2.34266003734;"{""type"": ""Point"", ""coordinates"": [2.342660037336352, 48.884680973727825]}";45559;FUNICULAIRE MONTMARTRE STATION BASSE;Funiculaire Montmartre Station Basse;A01548;;FUNICULAIR;Navette;0;0;0;0;0;1;1;0;0;0;0;0;FUNICULAIR;FUNICULAIR;RATP;0;1;651795.057;6865163.44
48.1984174943, 3.26732002874;"{""type"": ""Point"", ""coordinates"": [3.267320028735699, 48.19841749425402]}";411452;SENS;SENS;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;719861.932;6788707.311
48.3426136806, 3.07174645407;"{""type"": ""Point"", ""coordinates"": [3.071746454074577, 48.34261368061099]}";411464;VILLENEUVE-LA-GUYARD;VILLENEUVE-LA-GUYARD;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;705316.224;6804702.417
48.0266866323, 3.30256453785;"{""type"": ""Point"", ""coordinates"": [3.302564537852989, 48.026686632325855]}";411473;SAINT-JULIEN-DU-SAULT;SAINT-JULIEN-DU-SAULT;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;722553.721;6769632.401
48.8390812802, 2.38302808115;"{""type"": ""Point"", ""coordinates"": [2.383028081146453, 48.83908128024195]}";58728;PARIS-BERCY;PARIS-BERCY;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;1;654715.701;6860069.225
49.0662886977, 2.32292045719;"{""type"": ""Point"", ""coordinates"": [2.322920457193825, 49.06628869769713]}";43168;MONTSOULT-MAFFLIERS;MONTSOULT MAFFLIERS;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650520.696;6885371.019
49.0451694603, 2.32291784623;"{""type"": ""Point"", ""coordinates"": [2.322917846227109, 49.045169460276206]}";47517;BOUFFEMONT-MOISSELLES;BOUFFMONT MOISSELLES;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650500.365;6883022.317
49.0329720468, 2.33682968984;"{""type"": ""Point"", ""coordinates"": [2.336829689836827, 49.03297204677151]}";43120;DOMONT;DOMONT;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;651506.006;6881657.212
49.0493255982, 2.50175806177;"{""type"": ""Point"", ""coordinates"": [2.501758061768634, 49.049325598171215]}";44628;LOUVRES;LOUVRES;A01842;;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;663577.599;6883387.227
49.0995869383, 2.525531714;"{""type"": ""Point"", ""coordinates"": [2.525531714000281, 49.099586938294614]}";47958;SURVILLIERS-FOSSES;SURVILLIERS FOSSES;A01842;;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;665349.064;6888966.371
49.1166278816, 2.36825354625;"{""type"": ""Point"", ""coordinates"": [2.368253546251548, 49.116627881598696]}";47525;VIARMES;VIARMES;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653878.246;6890942.084
49.0693141355, 2.14169693415;"{""type"": ""Point"", ""coordinates"": [2.141696934148373, 49.069314135508414]}";47591;CHAPONVAL;CHAPONVAL;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637281.452;6885836.233
49.0704623625, 2.17530420586;"{""type"": ""Point"", ""coordinates"": [2.175304205855098, 49.070462362515435]}";47918;AUVERS-SUR-OISE;AUVERS-SUR-OISE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;639738.469;6885937.758
49.0629696795, 2.05790299051;"{""type"": ""Point"", ""coordinates"": [2.05790299051352, 49.062969679507006]}";51494;OSNY;OSNY;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631150.259;6885200.479
49.0996501217, 1.97053572369;"{""type"": ""Point"", ""coordinates"": [1.970535723690954, 49.09965012172013]}";47922;US;US;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;624818.871;6889359.383
48.8212170379, 2.21485979135;"{""type"": ""Point"", ""coordinates"": [2.214859791351801, 48.82121703786699]}";43195;SEVRES RIVE GAUCHE;SVRES RIVE GAUCHE;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642353.154;6858192.542
48.7813567213, 2.29764767643;"{""type"": ""Point"", ""coordinates"": [2.297647676433144, 48.78135672131515]}";59206;SCEAUX;SCEAUX;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648392.045;6853703.414
48.7803137964, 2.31230771689;"{""type"": ""Point"", ""coordinates"": [2.312307716888594, 48.78031379639698]}";43097;BOURG-LA-REINE;BOURG-LA-REINE;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649468.208;6853577.977
48.7479419019, 2.31271100944;"{""type"": ""Point"", ""coordinates"": [2.312711009435736, 48.747941901863456]}";46035;CHEMIN D'ANTONY;CHEMIN D'ANTONY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649466.514;6849978.557
48.815229932, 2.34089113384;"{""type"": ""Point"", ""coordinates"": [2.340891133840476, 48.815229932025844]}";45877;GENTILLY;GENTILLY;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651600.881;6857442.226
48.8390897554, 2.27045824379;"{""type"": ""Point"", ""coordinates"": [2.270458243787242, 48.83908975542995]}";58798;PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;PONT DU GARIGLIANO;A01840 / A01193;;RER C / T3A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646453.564;6860140.614
48.8644617484, 2.27212062164;"{""type"": ""Point"", ""coordinates"": [2.272120621636198, 48.864461748379675]}";45447;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646601.58;6862960.595
48.9232682543, 2.21758979994;"{""type"": ""Point"", ""coordinates"": [2.217589799943911, 48.923268254331376]}";50622;PONT DE BEZONS;Pont de Bezons;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;T2;0;0;RATP;1;1;642666.03;6869537.743
48.9792761264, 2.3802042541;"{""type"": ""Point"", ""coordinates"": [2.380204254101955, 48.979276126365896]}";44298;PAUL VALERY;Paul Valery;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654630.81;6875660.085
48.9708834044, 2.36600388978;"{""type"": ""Point"", ""coordinates"": [2.366003889781238, 48.97088340439523]}";58639;JACQUES PREVERT;Jacques Prvert;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653583.868;6874735.037
48.9658555748, 2.36357222379;"{""type"": ""Point"", ""coordinates"": [2.363572223790029, 48.96585557476999]}";46345;ALCIDE D'ORBIGNY;Alcide d'Orbigny;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653401.338;6874177.36
