Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;IDREFLIGA;IDREFLIGC;RES_COM;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
49.0353113094, 2.21024652104;"{""type"": ""Point"", ""coordinates"": [2.210246521043383, 49.03531130942031]}";43090;BESSANCOURT;BESSANCOURT;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642252.561;6882002.515
49.0580478163, 2.19124476186;"{""type"": ""Point"", ""coordinates"": [2.191244761857998, 49.05804781628029]}";47582;MERY-VAL D'OISE;MRY VAL D'OISE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640889.083;6884545.079
48.9727491189, 2.30713703345;"{""type"": ""Point"", ""coordinates"": [2.307137033449419, 48.97274911886798]}";43075;ENGHIEN-LES-BAINS;ENGHIEN-LES-BAINS;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649276.034;6874978.719
48.2295499402, 2.7039360516;"{""type"": ""Point"", ""coordinates"": [2.703936051600071, 48.229549940151806]}";47119;BAGNEAUX-SUR-LOING;BAGNEAUX-SUR-LOING;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;678015.372;6792174.902
48.8677920986, 2.05076784532;"{""type"": ""Point"", ""coordinates"": [2.050767845317349, 48.86779209857871]}";47954;SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;SAINT-NOM-LA-BRETCHE FORT DE MARLY;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;630367.922;6863503.34
48.8319161843, 1.94440175262;"{""type"": ""Point"", ""coordinates"": [1.944401752618381, 48.831916184270455]}";47885;PLAISIR-GRIGNON;PLAISIR-GRIGNON;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;622512.422;6859613.55
48.513754591, 3.25003498258;"{""type"": ""Point"", ""coordinates"": [3.250034982583049, 48.51375459097529]}";47914;LONGUEVILLE;LONGUEVILLE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;718466.669;6823752.474
48.5297469168, 2.57207366546;"{""type"": ""Point"", ""coordinates"": [2.572073665459209, 48.529746916787104]}";45763;BOISSISE-LE-ROI;BOISSISE-LE-ROI;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;668404.662;6825586.613
48.5102651753, 2.67897398269;"{""type"": ""Point"", ""coordinates"": [2.678973982691401, 48.510265175268025]}";45804;LIVRY-SUR-SEINE;LIVRY-SUR-SEINE;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;676288.641;6823383.544
48.4870763952, 2.69503731381;"{""type"": ""Point"", ""coordinates"": [2.695037313814469, 48.4870763952446]}";43107;CHARTRETTES;CHARTRETTES;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;677465.136;6820801.163
48.4163770339, 2.72666153308;"{""type"": ""Point"", ""coordinates"": [2.726661533076995, 48.41637703390627]}";47911;FONTAINEBLEAU-AVON;FONTAINEBLEAU-AVON;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;679774.757;6812933.898
48.3823580058, 2.81595676708;"{""type"": ""Point"", ""coordinates"": [2.815956767081606, 48.38235800575609]}";47953;SAINT-MAMMES;SAINT-MAMMS;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;686373.187;6809133.458
48.9633441128, 1.80909450877;"{""type"": ""Point"", ""coordinates"": [1.809094508773784, 48.96334411275807]}";47882;EPONE-MEZIERES;PNE MZIRES;A01852 / A01847;;LIGNE J / LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;612801.135;6874367.855
48.9925919556, 1.91353050671;"{""type"": ""Point"", ""coordinates"": [1.913530506709514, 48.992591955638225]}";47881;LES MUREAUX;LES MUREAUX;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;620492.252;6877509.852
48.8542517026, 2.13213244527;"{""type"": ""Point"", ""coordinates"": [2.132132445266081, 48.85425170259348]}";47790;BOUGIVAL;BOUGIVAL;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;636319.722;6861929.125
48.6857136282, 2.31762640359;"{""type"": ""Point"", ""coordinates"": [2.317626403589137, 48.68571362817148]}";47934;GRAVIGNY-BALIZY;GRAVIGNY BALIZY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649768.125;6843057.056
48.6539697584, 2.39617681109;"{""type"": ""Point"", ""coordinates"": [2.39617681109197, 48.65396975837524]}";43132;GRIGNY-CENTRE;GRIGNY CENTRE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;655523.384;6839480.879
48.751023276, 2.21586085326;"{""type"": ""Point"", ""coordinates"": [2.215860853257887, 48.7510232759923]}";43091;BIEVRES;BIVRES;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642349.149;6850387.489
48.7083664326, 2.4143588798;"{""type"": ""Point"", ""coordinates"": [2.414358879800508, 48.7083664325953]}";45735;VIGNEUX-SUR-SEINE;VIGNEUX-SUR-SEINE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656907.474;6845518.339
48.6952641221, 2.15164203998;"{""type"": ""Point"", ""coordinates"": [2.151642039982194, 48.69526412211767]}";47046;LA HACQUINIERE;LA HACQUINIRE;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;637561.275;6844237.24
48.6962527469, 2.16437824279;"{""type"": ""Point"", ""coordinates"": [2.16437824278855, 48.69625274691505]}";43103;BURES-SUR-YVETTE;BURES-SUR-YVETTE;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;638499.781;6844337.153
48.5328901041, 2.29008251383;"{""type"": ""Point"", ""coordinates"": [2.290082513828219, 48.53289010414424]}";47905;BOURAY;BOURAY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647587.834;6826086.019
48.4936445785, 2.19458169917;"{""type"": ""Point"", ""coordinates"": [2.194581699172116, 48.493644578487505]}";43081;ETRECHY;TRCHY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640492.881;6821791.26
48.7953838374, 2.51342330089;"{""type"": ""Point"", ""coordinates"": [2.513423300890402, 48.79538383742462]}";43146;LA VARENNE-CHENNEVIERES;LA VARENNE-CHENNEVIRES;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;664256.329;6855143.672
48.8248485695, 2.51185555481;"{""type"": ""Point"", ""coordinates"": [2.51185555481306, 48.82484856950445]}";58267;LES BOULLEREAUX-CHAMPIGNY;LES BOULLEREAUX CHAMPIGNY;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;664161.418;6858420.515
48.8699124183, 2.48576114198;"{""type"": ""Point"", ""coordinates"": [2.485761141983895, 48.869912418292635]}";47877;ROSNY-SOUS-BOIS;ROSNY-SOUS-BOIS;A01843;;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662278.277;6863443.403
48.8139890511, 2.39168697167;"{""type"": ""Point"", ""coordinates"": [2.391686971673029, 48.81398905111015]}";46366;IVRY-SUR-SEINE;IVRY-SUR-SEINE;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;655329.737;6857274.321
48.8002094001, 2.40271281716;"{""type"": ""Point"", ""coordinates"": [2.402712817160934, 48.80020940014327]}";46375;VITRY-SUR-SEINE;VITRY-SUR-SEINE;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656127.793;6855736.023
48.8564199914, 2.21657223779;"{""type"": ""Point"", ""coordinates"": [2.216572237792291, 48.85641999136021]}";44979;LE VAL-D'OR;LE VAL D'OR;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642517.718;6862105.431
48.8717141866, 2.22102954777;"{""type"": ""Point"", ""coordinates"": [2.221029547771898, 48.871714186642514]}";43205;SURESNES-MONT VALERIEN;SURESNES MONT VALRIEN;A02176 / A01855;;LIGNE L / LIGNE U;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642861.529;6863802.762
48.909632934, 2.23968411711;"{""type"": ""Point"", ""coordinates"": [2.23968411711448, 48.90963293402526]}";47412;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644270.422;6868005.736
48.5291489677, 3.25536815138;"{""type"": ""Point"", ""coordinates"": [3.255368151383783, 48.52914896772324]}";47171;SAINTE-COLOMBE-SEPTVEILLES;SAINTE-COLOMBE SEPTVEILLES;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;718855.022;6825465.018
48.7296473558, 2.36001341286;"{""type"": ""Point"", ""coordinates"": [2.360013412858126, 48.72964735584993]}";42164;AEROPORT D'ORLY - TERMINAL OUEST;Aroport Orly Ouest;A01551;;ORLYVAL;Navette;0;0;0;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;RATP;0;1;652927.897;6847915.342
48.9032046155, 2.07297145657;"{""type"": ""Point"", ""coordinates"": [2.072971456565674, 48.903204615452346]}";43200;SAINT-GERMAIN-GRANDE-CEINTURE;SAINT-GERMAIN GRANDE CEINTURE;A02176;;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;0;1;632042.848;6867421.516
48.827270836, 2.36803264776;"{""type"": ""Point"", ""coordinates"": [2.368032647756258, 48.82727083603918]}";44217;OLYMPIADES;Olympiades;A01547;;M14;Metro;0;0;0;1;0;0;0;0;0;0;M14;0;0;0;RATP;1;1;653604.585;6858764.736
48.9150967438, 1.50534780686;"{""type"": ""Point"", ""coordinates"": [1.5053478068634, 48.91509674377576]}";411354;GILLES-GUAINVILLE;GILLES-GUAINVILLE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;590461.442;6869381.746
48.2746323892, 1.62149862568;"{""type"": ""Point"", ""coordinates"": [1.621498625683964, 48.274632389234334]}";411449;VOVES;VOVES;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;597729.946;6798036.913
48.3240522735, 3.13113953462;"{""type"": ""Point"", ""coordinates"": [3.131139534624334, 48.32405227351445]}";411461;CHAMPIGNY-SUR-YONNE;CHAMPIGNY-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;709720.518;6802645.021
48.0851844953, 3.28625649812;"{""type"": ""Point"", ""coordinates"": [3.286256498120254, 48.08518449534472]}";411476;VILLENEUVE-SUR-YONNE;VILLENEUVE-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;721314.528;6776128.466
49.0184202918, 1.14900354805;"{""type"": ""Point"", ""coordinates"": [1.149003548045683, 49.018420291784054]}";411365;EVREUX;EVREUX;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;564619.69;6881422.064
48.73095467, 1.36997423412;"{""type"": ""Point"", ""coordinates"": [1.369974234117775, 48.73095466998517]}";411492;DREUX;DREUX;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;TRAIN_N;TRAIN_N;0;0;0;0;0;SNCF;0;0;580119.033;6849107.331
49.1477195074, 2.27782319472;"{""type"": ""Point"", ""coordinates"": [2.277823194715859, 49.147719507421584]}";43178;PERSAN-BEAUMONT;PERSAN-BEAUMONT;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;647308.02;6894456.673
49.0910734513, 2.20182348425;"{""type"": ""Point"", ""coordinates"": [2.201823484249898, 49.09107345129168]}";47588;VALMONDOIS;VALMONDOIS;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;641699.37;6888210.059
49.0776990464, 2.20544672821;"{""type"": ""Point"", ""coordinates"": [2.205446728206942, 49.07769904643273]}";47585;MERIEL;MRIEL;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;641949.043;6886719.981
49.0758428848, 2.02495293138;"{""type"": ""Point"", ""coordinates"": [2.024952931375388, 49.07584288482138]}";46801;BOISSY-L'AILLERIE;BOISSY L'AILLERIE;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;628760.022;6886661.323
48.8189478001, 2.22980800647;"{""type"": ""Point"", ""coordinates"": [2.229808006466414, 48.818947800056]}";43088;BELLEVUE;BELLEVUE;A01847;;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643448.191;6857929.425
48.770721989, 2.31020545193;"{""type"": ""Point"", ""coordinates"": [2.310205451934639, 48.77072198901749]}";43177;PARC-DE-SCEAUX;PARC DE SCEAUX;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649304.421;6852512.88
48.7396810434, 2.28766749681;"{""type"": ""Point"", ""coordinates"": [2.287667496810608, 48.739681043438026]}";43228;LES BACONNETS;LES BACONNETS;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647616.933;6849076.438
48.7933362963, 2.32220163639;"{""type"": ""Point"", ""coordinates"": [2.322201636392532, 48.79333629625165]}";45960;BAGNEUX;BAGNEUX;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650207.627;6855019.584
48.8626624517, 2.30098996393;"{""type"": ""Point"", ""coordinates"": [2.300989963934816, 48.8626624516625]}";415091;PONT DE L'ALMA;PONT DE L'ALMA;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648717.655;6862741.393
48.8437202616, 2.46370803804;"{""type"": ""Point"", ""coordinates"": [2.463708038038903, 48.84372026160052]}";47238;FONTENAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;660640.827;6860541.793
48.8186764099, 2.3197403133;"{""type"": ""Point"", ""coordinates"": [2.319740313298555, 48.818676409912605]}";45904;MAIRIE DE MONTROUGE;Mairie de Montrouge;A01537;;M4;Metro;0;0;0;1;0;0;0;0;0;0;M4;0;0;0;RATP;1;1;650051.091;6857838.602
48.9421254547, 2.35672974102;"{""type"": ""Point"", ""coordinates"": [2.356729741020992, 48.94212545472155]}";58637;BAUDELAIRE;Baudelaire;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652878.851;6871542.601
48.9774930898, 2.37224292378;"{""type"": ""Point"", ""coordinates"": [2.372242923782252, 48.977493089768736]}";59018;CHOLETTES;Cholettes;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654046.474;6875466.407
48.9736590133, 2.36605171557;"{""type"": ""Point"", ""coordinates"": [2.366051715572289, 48.973659013338214]}";58640;BUTTE PINSON;Butte pinson;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653589.848;6875043.665
48.9591210982, 2.35874250451;"{""type"": ""Point"", ""coordinates"": [2.358742504513922, 48.95912109820681]}";50686;SUZANNE VALADON;Suzanne Valadon;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653041.637;6873431.333
48.9555763482, 2.35832285596;"{""type"": ""Point"", ""coordinates"": [2.358322855962918, 48.95557634820029]}";58638;JONCHEROLLES;Joncherolles;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653007.704;6873037.4
48.7340881621, 2.37125037617;"{""type"": ""Point"", ""coordinates"": [2.371250376169579, 48.734088162149874]}";58782;COEUR D'ORLY;Coeur d'Orly;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653758.309;6848402.428
48.7789363933, 2.36740586388;"{""type"": ""Point"", ""coordinates"": [2.367405863875879, 48.77893639325268]}";42882;DOMAINE CHERIOUX;Domaine Chrioux;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653515.516;6853390.984
48.771855313, 2.36782513876;"{""type"": ""Point"", ""coordinates"": [2.36782513876049, 48.771855312958124]}";47693;MOULIN VERT;Moulin Vert;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653540.021;6852603.439
48.7626477689, 2.36699185841;"{""type"": ""Point"", ""coordinates"": [2.366991858413975, 48.76264776887282]}";58784;AUGUSTE PERRET;Auguste Perret;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653470.576;6851580.21
48.7595882219, 2.36624748402;"{""type"": ""Point"", ""coordinates"": [2.366247484021175, 48.759588221928354]}";47421;PORTE DE THIAIS;Porte de Thiais;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653413.132;6851240.483
48.7528113593, 2.36195215201;"{""type"": ""Point"", ""coordinates"": [2.361952152006442, 48.752811359266644]}";57491;PLACE DE LA LOGISTIQUE;Place de la logistique;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653091.302;6850489.564
49.1873335365, 2.45952008111;"{""type"": ""Point"", ""coordinates"": [2.459520081112193, 49.1873335365493]}";411428;CHANTILLY-GOUVIEUX;CHANTILLY GOUVIEUX;A01842;;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;660595.035;6898756.759
49.1667750398, 2.36230352857;"{""type"": ""Point"", ""coordinates"": [2.362303528565357, 49.166775039807895]}";411332;BORAN-SUR-OISE;BORAN-SUR-OISE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;653488.908;6896523.012
49.202693603, 1.92054770607;"{""type"": ""Point"", ""coordinates"": [1.920547706067206, 49.20269360297641]}";411348;LA VILLETERTRE;LA VILLETERTRE;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;621325.173;6900868.183
48.9919382199, 3.36492712926;"{""type"": ""Point"", ""coordinates"": [3.364927129255821, 48.99193821993833]}";411381;CHEZY-SUR-MARNE;CHEZY-SUR-MARNE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;726706.421;6876951.868
48.959895717, 2.34194130845;"{""type"": ""Point"", ""coordinates"": [2.341941308454401, 48.959895717000975]}";59332;VILLETANEUSE-UNIVERSITE;Villetaneuse-Universit;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;T8;0;0;RATP;1;1;651812.055;6873527.594
48.953141276, 2.34352863284;"{""type"": ""Point"", ""coordinates"": [2.343528632838128, 48.953141275981785]}";59327;JEAN VILAR;Jean Vilar;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;651922.044;6872775.523
48.947965587, 2.33841981784;"{""type"": ""Point"", ""coordinates"": [2.33841981783636, 48.947965586975315]}";59325;BLUMENTHAL;Blumenthal;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;651543.076;6872203.106
48.9498391686, 2.329366644;"{""type"": ""Point"", ""coordinates"": [2.329366643999101, 48.949839168635684]}";47362;LES MOBILES;Les Mobiles;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;650881.769;6872417.043
48.7836441626, 2.24696422861;"{""type"": ""Point"", ""coordinates"": [2.246964228606855, 48.78364416264836]}";42642;MAIL DE LA PLAINE;Mail de la Plaine;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;644670.424;6853992.058
48.7807449761, 2.23986343293;"{""type"": ""Point"", ""coordinates"": [2.239863432931255, 48.78074497606736]}";44300;PAVE BLANC;Pav Blanc;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;644145.604;6853674.719
48.7835815115, 2.22501211507;"{""type"": ""Point"", ""coordinates"": [2.225012115070574, 48.783581511543076]}";42830;MEUDON-LA-FORET;Meudon-la-Fort;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643057.467;6854000.699
48.7800736323, 2.19653678782;"{""type"": ""Point"", ""coordinates"": [2.196536787819404, 48.78007363231804]}";43830;LOUVOIS;Louvois;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;640961.334;6853631.598
48.7804338303, 2.19137495976;"{""type"": ""Point"", ""coordinates"": [2.191374959755599, 48.7804338303374]}";42430;MAIRIE DE VELIZY;Mairie de Vlizy;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;640582.465;6853675.517
48.7851214131, 2.1787985909;"{""type"": ""Point"", ""coordinates"": [2.178798590900734, 48.78512141312175]}";44649;ROBERT WAGNER;Robert Wagner;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;639663.81;6854206.228
48.9318139968, 2.28865600569;"{""type"": ""Point"", ""coordinates"": [2.288656005689833, 48.93181399679229]}";46452;LE LUTH;Le Luth;A01191;;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;647882.079;6870438.753
48.9108025897, 2.23398860175;"{""type"": ""Point"", ""coordinates"": [2.233988601752353, 48.910802589659355]}";58495;JACQUELINE AURIOL;Jacqueline Auriol;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643854.227;6868139.83
48.8724061996, 2.40857708037;"{""type"": ""Point"", ""coordinates"": [2.408577080370339, 48.87240619962056]}";58502;ADRIENNE BOLLAND;Adrienne Bolland;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;656618.657;6863760.334
48.8675220044, 2.40897888808;"{""type"": ""Point"", ""coordinates"": [2.408978888078039, 48.867522004405345]}";45629;SEVERINE;Sverine;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;656644.064;6863217.024
48.8587037485, 2.40968573109;"{""type"": ""Point"", ""coordinates"": [2.409685731094187, 48.85870374845263]}";58503;MARIE DE MIRIBEL;Marie de Miribel;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;656688.585;6862236.112
48.8303885899, 2.39344969838;"{""type"": ""Point"", ""coordinates"": [2.393449698384764, 48.83038858992951]}";58730;BARON LE ROY;Baron Le Roy;A01193;;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;655473.184;6859096.762
48.8850167887, 2.39675128822;"{""type"": ""Point"", ""coordinates"": [2.396751288215408, 48.885016788743926]}";58501;BUTTE DU CHAPEAU ROUGE;Butte du Chapeau Rouge;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;655761.955;6865169.118
48.8938802825, 2.39773885105;"{""type"": ""Point"", ""coordinates"": [2.397738851053048, 48.893880282494706]}";58500;DELPHINE SEYRIG;Delphine Seyrig;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;655841.892;6866154.142
48.8987339906, 2.38053703613;"{""type"": ""Point"", ""coordinates"": [2.380537036130781, 48.89873399059097]}";45596;CANAL SAINT-DENIS;Canal Saint-Denis;A01757;;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654584.905;6866703.61
48.9360306059, 2.34527468468;"{""type"": ""Point"", ""coordinates"": [2.345274684679064, 48.93603060594017]}";43197;SAINT-DENIS;SAINT-DENIS;A01849 / A01842 / A01191 / A02150;;LIGNE H / RER D / T1 / T8;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;652034.139;6870871.753
48.9375098962, 2.35040001803;"{""type"": ""Point"", ""coordinates"": [2.35040001802801, 48.937509896199685]}";44937;THEATRE GERARD PHILIPE;Thtre Grard Philipe;A01191;;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652410.971;6871033.148
48.894012515, 2.47979332996;"{""type"": ""Point"", ""coordinates"": [2.479793329961401, 48.89401251501928]}";43096;BONDY;BONDY;A01843 / A01761;;RER E / T4;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;T4;0;0;SNCF;0;1;661858.173;6866126.084
48.8535409987, 2.41060653669;"{""type"": ""Point"", ""coordinates"": [2.41060653669226, 48.85354099865892]}";44520;PORTE DE MONTREUIL;Porte de Montreuil;A01542 / A01757;;M9 / T3B;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;656751.858;6861661.551
48.8471584794, 2.41014036797;"{""type"": ""Point"", ""coordinates"": [2.410140367974107, 48.8471584794021]}";44528;PORTE DE VINCENNES;Porte de Vincennes;A01534 / A01193 / A01757;;M1 / T3A / T3B;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;656712.351;6860952.126
48.8247670255, 2.26053991367;"{""type"": ""Point"", ""coordinates"": [2.260539913667206, 48.824767025514404]}";43420;JACQUES-HENRI LARTIGUE;Jacques-Henri Lartigue;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645710.692;6858554.875
48.8007184639, 2.17138981412;"{""type"": ""Point"", ""coordinates"": [2.171389814117752, 48.80071846387299]}";46688;VIROFLAY RG;Viroflay Rive Gauche;A01847 / A01840 / A02149;;LIGNE N / RER C / T6;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;0;0;0;SNCF/RATP;0;1;639137.683;6855946.035
48.8682387849, 2.22141060398;"{""type"": ""Point"", ""coordinates"": [2.221410603981162, 48.86823878485543]}";44914;SURESNES-LONGCHAMP;Suresnes Longchamp;A01192;;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;642885.668;6863416.053
48.8833623419, 2.23378168065;"{""type"": ""Point"", ""coordinates"": [2.233781680648771, 48.883362341852425]}";43184;PUTEAUX;PUTEAUX;A02176 / A01855 / A01192;;LIGNE L / LIGNE U / T2;Train / Tramway;1;1;0;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;643809.453;6865088.79
