sep=;
2019-09-19 13:59:56.280000;0.0880000591278;instrument_smali_code;C:\Users\User\acvtool\acvtool_working_dir\apktool\android\smali;C:\Users\User\acvtool\acvtool_working_dir\metadata\1.pickle;android;instruction;None;None;None
