idExterne;nom;type;ordre;couleur;vCreation;vMaj;vSuppression
SNCF_GrandEst_U;TER Grand-Est;Train;9916000;#333333;106;130;0
Ligne_CITURATRAM;Tramway de Reims;Tramway;9716000;#E30613;129;130;0
